adress,area,floor,price,rooms,total_floors,year
"Россия, Самарская область, Самара, Свободы ул, 98, Промышленный, Самара, Самарская область",54.3,1/2,2350000,3,2,1942
"Самара, улица Гагарина, 8, Октябрьский, Самара, Самарская область",32.8,5/5,2200000,1,5,1960
"Самара, Ташкентская улица, 105, подъезд 2, Кировский, Самара, Самарская область",75.0,2/12,3200000,3,12,1976
"Самара, 6-я просека, 141, подъезд 1, Промышленный, Самара, Самарская область",117.9,16/17,5700000,3,16,2003
"Самара, Садовый проезд, 23, Советский, Самара, Самарская область",31.0,5/5,1200000,1,5,1986
"жилой район Южный Город - 1, Волжский район, Самарская область, Земская улица, 17, Самара, Самарская область",32.0,2/9,1847000,1,10,2015
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Виталия Жалнина, 16, Красноглинский, Самара, Самарская область",34.0,3/3,1500000,1,3,2013
"Самара, Чернореченская улица, 42, Ленинский, Самара, Самарская область",53.0,9/9,3600000,2,9,1983
"Самарская область,Самара,Красноглинский район,Крутые ключи,Ивана Финютина бульвар,48, Красноглинский, Самара, Самарская область",35.1,1/3,1560000,1,3,2014
"Самара, Солнечная улица, 53, Промышленный, Самара, Самарская область",154.0,14/14,14000000,3,18,2010
"Самарская область,Самара,Куйбышевский район,Торговый переулок,6, Куйбышевский, Самара, Самарская область",79.0,2/2,1680000,3,2,1945
"Самара, Техническая улица, 2, Кировский, Самара, Самарская область",64.0,2/2,2550000,3,2,1954
"Самара, поселок Мехзавод, 11-й квартал, 26, Красноглинский, Самара, Самарская область",60.0,3/5,2370000,3,5,1974
"Самара, 7-я просека, 104, Промышленный, Самара, Самарская область",39.0,9/19,2700000,1,1,2014
"Самара, Московское шоссе, 97, Промышленный, Самара, Самарская область",60.0,7/9,4400000,3,9,1977
"ул Ново-Вокзальная, 231, Промышленный, Самара, Самарская область",37.0,9/9,2490000,1,,1
"ул Партизанская 62, Железнодорожный, Самара, Самарская область",49.6,5/9,2550000,3,9,1975
"Самара, проспект Карла Маркса, 272, Промышленный, Самара, Самарская область",54.2,4/9,3400000,2,9,1998
"Самара, поселок Мехзавод, 1-й квартал, 34, Красноглинский, Самара, Самарская область",98.0,3/10,5280000,3,10,2013
"Демократическая 170, Кировский, Самара, Самарская область",42.0,2/3,2190000,1,3,2014
"Кирова 130, Кировский, Самара, Самарская область",106.0,9/10,5990000,3,10,2011
"Самара, улица Георгия Димитрова, 36, Кировский, Самара, Самарская область",18.5,2/5,1000000,1,5,1970
"Самарская область,Самара,Промышленный район,13 микрорайон,Георгия Димитрова улица,74а, Кировский, Самара, Самарская область",77.0,3/16,3465000,2,5,1970
"Россия, Самарская область, Самара, Ново-Вокзальная ул, 251а, Промышленный, Самара, Самарская область",35.0,2/2,1800000,2,2,1939
"Самара, улица Строителей, 22, Кировский, Самара, Самарская область",55.0,2/5,2200000,2,4,1974
"Самара, улица Александра Матросова, 25, Промышленный, Самара, Самарская область",32.4,2/5,1800000,1,5,1976
"Самара, посёлок Соцгород, Ковровская улица, 8, Куйбышевский, Самара, Самарская область",55.5,2/2,1900000,3,2,1953
"Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 52, Самара, Самарская область",50.0,1/9,2700999,2,10,2017
"Победы, 4 Б, Советский, Самара, Самарская область",46.0,2/10,3300000,1,10,2006
"Самара, улица Лейтенанта Шмидта, 10, Октябрьский, Самара, Самарская область",42.3,1/17,2550000,1,1,1926
"Самара, улица Георгия Димитрова, 65, Кировский, Самара, Самарская область",88.0,9/9,3780000,4,9,1972
"Самара, проспект Карла Маркса, 32, Ленинский, Самара, Самарская область",48.6,9/16,3900000,0,16,2009
"Самарская область,Самара,Ленинский район,Чапаевская улица,180, Ленинский, Самара, Самарская область",92.8,3/4,7430000,4,4,1941
"Самарская область,Самара,Октябрьский район,Московское шоссе,4, Октябрьский, Самара, Самарская область",42.3,5/5,2250000,2,5,1961
"Куйбышевский район, Самара, улица Нефтяников, 22, Куйбышевский, Самара, Самарская область",37.5,2/4,1540000,1,4,1958
"Карла-Маркса, д. 318, Промышленный, Самара, Самарская область",60.0,6/9,4150000,3,9,1981
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 4, Красноглинский, Самара, Самарская область",30.1,3/3,1380000,1,3,2012
"Юбилейная 53, Кировский, Самара, Самарская область",66.0,15/18,3680000,2,16,2009
"Самара, улица Советской Армии, 188, Октябрьский, Самара, Самарская область",67.0,7/9,4150000,3,9,1985
"Самара, Ленинградская улица, 70, Самарский, Самара, Самарская область",78.5,3/4,6450000,2,,
"Самара, Гаражная улица, 22, Октябрьский, Самара, Самарская область",70.0,5/9,4700000,3,9,1978
"Самара, улица Земеца, 26А, Кировский, Самара, Самарская область",18.0,2/5,1180000,1,5,1973
"Самарская область,Самара,Кировский район,Георгия Димитрова улица,74 А, Кировский, Самара, Самарская область",67.0,13/16,3250000,2,5,1970
"Самара, Осетинская улица, 9, Куйбышевский, Самара, Самарская область",38.0,8/16,2050000,1,16,2016
"Самара, улица Николая Панова, 52, Октябрьский, Самара, Самарская область",41.0,5/16,3800000,1,18,2009
"Россия, Самарская область, Самара, Ново-Вокзальная ул, 155, Промышленный, Самара, Самарская область",122.8,5/14,7199000,3,14,2000
"Самара, улица Гагарина, 153, Советский, Самара, Самарская область",51.0,4/4,2430000,2,5,1952
"Россия, Самарская область, Самара, Вольская, 60а, Промышленный, Самара, Самарская область",41.1,1/2,2000000,2,2,1972
"Самара, улица Александра Матросова, 18, Советский, Самара, Самарская область",54.0,5/5,2800000,2,5,1987
"Самара, 7-я просека, 112, Промышленный, Самара, Самарская область",47.0,11/19,3750000,1,20,2013
"Самара, улица 22 Партсъезда, 173А, Промышленный, Самара, Самарская область",67.5,1/9,3400000,2,,1
"ул Больничная, 39, Октябрьский, Самара, Самарская область",140.0,3/10,8900000,3,10,1995
"ул Флотская, д.11, Куйбышевский, Самара, Самарская область",43.1,4/5,2000000,2,5,1968
"Самарская область,Самара,Ленинский район,Братьев Коростелёвых улица,142б, Ленинский, Самара, Самарская область",160.0,2/9,10200000,4,,1
"ул. Мира, д. 85, Красноглинский, Самара, Самарская область",36.4,2/3,1405000,1,3,2016
"Самара, улица 22 Партсъезда, 8А, Советский, Самара, Самарская область",50.0,1/5,2297000,2,5,1983
"Самара, проспект Кирова, 371, Кировский, Самара, Самарская область",62.3,9/9,3000000,3,9,1971
"Самара, 5-я просека, 110Г, Октябрьский, Самара, Самарская область",47.0,6/13,3300000,1,27,2015
"поселок Мехзавод, Самара, 1-й квартал, 39, Красноглинский, Самара, Самарская область",60.0,9/10,3100000,2,12,2017
"Самара, улица Шверника, 19А, Промышленный, Самара, Самарская область",150.0,11/17,10000000,5,9,1988
"Самара, проспект Карла Маркса, 476, Кировский, Самара, Самарская область",50.0,10/11,2530000,2,10,1993
"Самара, Краснодонская улица, 67, Кировский, Самара, Самарская область",58.0,6/10,3100000,2,10,1993
"Самарская область,Самара,Промышленный район,Демократическая улица,16, Промышленный, Самара, Самарская область",70.0,4/9,3990000,3,9,1992
"мкр. Крутые Ключи, Самара, улица Мира, 75, Красноглинский, Самара, Самарская область",38.0,3/3,1570000,1,3,2016
"Самарская область,Самара,Ленинский,Киевская улица,5, Ленинский, Самара, Самарская область",32.0,9/9,1770000,1,9,1984
"Россия, Самарская область, Самара, Долотный пер, 12, Куйбышевский, Самара, Самарская область",47.0,1/5,1498500,2,5,1962
"Самара, Физкультурная улица, 127, Промышленный, Самара, Самарская область",60.0,4/5,3700000,3,5,1968
"Самара, Дальняя улица, 9, Кировский, Самара, Самарская область",47.3,2/2,1800000,2,2,1954
"Самара, Ново-Вокзальная улица, 227, подъезд 2, Промышленный, Самара, Самарская область",57.3,1/5,4000000,3,5,1967
"Самарская область,Самара,Промышленный район,Шверника улица,15, Промышленный, Самара, Самарская область",53.5,6/10,3100000,1,11,2008
"Самара, проспект Масленникова, 10, Октябрьский, Самара, Самарская область",73.0,2/4,3800000,3,4,1961
"Самарская область,Самара,Октябрьский район,Подшипниковая улица,15, Октябрьский, Самара, Самарская область",55.7,5/5,2900000,1,5,1967
"Самара, Алма-Атинская улица, 132, Кировский, Самара, Самарская область",46.5,3/5,2350000,2,5,1973
"Самара, Аэродромная улица, 34, Железнодорожный, Самара, Самарская область",43.3,5/5,2100000,2,5,1963
"Самара, улица Гагарина, 26А, Октябрьский, Самара, Самарская область",121.2,8/9,6300000,4,5,1965
"пос. Придорожный, ул. Земская, д. 17, Самара, Самарская область",32.0,2/9,1850000,1,10,2015
"Самара, Арцыбушевская улица, 34, Ленинский, Самара, Самарская область",84.9,1/4,4500000,4,4,1948
"Самара, улица 22 Партсъезда, 56, Советский, Самара, Самарская область",64.0,5/9,3699999,3,9,1987
"посёлок Соцгород, Самара, Ново-Молодёжный переулок, 6, Куйбышевский, Самара, Самарская область",30.0,2/5,1490000,1,5,1982
"Самара, Ново-Садовая улица, 256, Промышленный, Самара, Самарская область",39.8,6/9,2230000,1,9,1991
"Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 15, Самара, Самарская область",53.0,5/5,2750000,2,5,2014
"Самарская область, Самара, проспект Карла Маркса, д.55, Железнодорожный, Самара, Самарская область",49.0,12/14,3600000,1,17,2011
"Самара, улица Мичурина, 148, Октябрьский, Самара, Самарская область",44.5,16/22,3950000,1,22,2013
"ул. Краснодонская, д. 10, Промышленный, Самара, Самарская область",44.3,14/27,2259810,1,,
"Самара, проспект Карла Маркса, 480, Кировский, Самара, Самарская область",43.5,9/9,2350000,2,9,1972
"Самара, Ново-Вокзальная улица, 3, Промышленный, Самара, Самарская область",45.0,2/5,3350000,0,5,1960
"Самара, улица Авроры, 195, Советский, Самара, Самарская область",45.0,4/5,2650000,2,5,1967
"Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Маршала Василевского, 3, Красноглинский, Самара, Самарская область",35.0,1/3,1750000,1,3,2014
"Самара, улица Ерошевского, 80, Октябрьский, Самара, Самарская область",35.0,5/5,2150000,1,5,1976
"Самара, улица Дыбенко, 23, подъезд 1, Советский, Самара, Самарская область",41.0,15/17,3430000,1,20,2012
"посёлок Управленческий, Красноглинский район, Самара, улица Гайдара, 4, Красноглинский, Самара, Самарская область",44.0,4/4,1650000,2,4,1960
"посёлок Соцгород, Самара, Бакинская улица, 40, Куйбышевский, Самара, Самарская область",32.2,3/5,1800000,1,5,1960
"посёлок Управленческий, Красноглинский район, Самара, улица Сергея Лазо, 30, Красноглинский, Самара, Самарская область",42.0,4/4,1650000,2,4,1960
"Самара, 5-я просека, 123, Октябрьский, Самара, Самарская область",37.0,9/12,2550000,1,13,2016
"городской округ Самара, поселок Берёза, 3-й квартал, 5, Красноглинский, Самара, Самарская область",30.4,1/5,1070000,1,5,1974
"Самара, улица Воеводина, 16, Кировский, Самара, Самарская область",29.7,1/5,1000000,1,5,1979
"Самара, 1-й Безымянный переулок, 5, Советский, Самара, Самарская область",77.0,1/5,4450000,3,5,
"Самара, проспект Карла Маркса, 420, Кировский, Самара, Самарская область",44.0,2/5,2480000,2,5,1968
"Самара, Нагорная улица, 134, Кировский, Самара, Самарская область",79.0,7/9,4100000,4,9,1987
"ул Ново-Вокзальная, д.155, Промышленный, Самара, Самарская область",122.0,9/14,6150000,3,14,2000
"Самара, улица Авроры, 201, Советский, Самара, Самарская область",70.0,5/9,3800000,3,9,1976
"Самара, улица Зои Космодемьянской, 12, Промышленный, Самара, Самарская область",65.6,8/9,3550000,3,9,1980
"Самарская область,Самара,Железнодорожный район,Чернореченская улица,33, Железнодорожный, Самара, Самарская область",30.3,4/5,2250000,1,5,1973
"Самара, Чернореченская улица, 8к6, Ленинский, Самара, Самарская область",81.1,1/3,4000000,3,,
"Самара, проспект Кирова, 254, Промышленный, Самара, Самарская область",31.0,1/5,1859000,1,5,1970
"Самара, поселок Мехзавод, 7-й квартал, 4, Красноглинский, Самара, Самарская область",30.6,1/5,1380000,1,,
"Самара, улица Крупской, 20, Самарский, Самара, Самарская область",47.0,4/5,2980000,2,5,1964
"Самара, Ново-Садовая улица, 333, Промышленный, Самара, Самарская область",54.0,1/5,2900000,2,5,1986
"Россия, Самарская область, Самара, Карла Маркса пр-кт, 17, Железнодорожный, Самара, Самарская область",80.0,10/12,6950000,3,13,1
"Самара, Пионерская улица, 100, Самарский, Самара, Самарская область",90.0,12/16,8877000,3,,1
"Самара, Первомайская улица, 26, Октябрьский, Самара, Самарская область",57.0,1/5,3990000,2,5,1960
"жилой район Южный Город - 1, Волжский район, Самарская область, Земская улица, 5, подъезд 1, Самара, Самарская область",31.2,9/10,1899000,1,10,2015
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 40, Красноглинский, Самара, Самарская область",33.0,2/3,1550000,1,3,2014
"Самара, улица Стара Загора, 120, подъезд 6, Промышленный, Самара, Самарская область",72.2,9/9,3600000,3,,1
"Самара, улица Георгия Димитрова, 76, Кировский, Самара, Самарская область",57.0,5/9,3000000,3,9,1971
"Самара, улица Авроры, 57, Советский, Самара, Самарская область",66.0,5/9,4000000,3,10,1994
"Самара, улица Советской Армии, 152, Советский, Самара, Самарская область",31.9,2/5,2250000,1,5,1967
"ул Чапаевская, 180, Ленинский, Самара, Самарская область",90.0,3/4,7500000,4,4,1941
"Россия, Самарская область, Самара, Кирова пр-кт, 339, Кировский, Самара, Самарская область",46.0,2/5,2450000,2,5,1969
"Самара, Аэродромная улица, 35, Железнодорожный, Самара, Самарская область",45.0,4/5,2650000,2,5,1963
"ул Гагарина, 62, Октябрьский, Самара, Самарская область",31.5,1/5,1790000,1,5,1960
"Самарская область,Самара,Кировский район,Ташкентская улица,95, Кировский, Самара, Самарская область",46.5,4/5,2250000,2,5,1971
"Самара, переулок Юрия Павлова, 7А, Промышленный, Самара, Самарская область",49.0,3/10,3150000,1,2,1952
"посёлок Сухая Самарка, Самара, Белорусская улица, 32, Куйбышевский, Самара, Самарская область",53.5,12/12,2000000,2,12,1995
"Россия, Самарская область, Самара, Мориса Тореза ул, 151, Советский, Самара, Самарская область",46.0,4/5,2350000,2,,
"Парижской коммуны ул., д. 23 п. Управленческий, Красноглинский, Самара, Самарская область",80.0,10/10,4399000,3,,
"Самара, Красноглинский район, посёлок Управленческий, улица Академика Кузнецова, 13, Красноглинский, Самара, Самарская область",45.0,2/9,2199000,2,9,1976
"Самара, 5-я просека, 104, Октябрьский, Самара, Самарская область",39.0,9/16,2799000,1,16,2013
"Самара, Партизанская улица, 230, Советский, Самара, Самарская область",43.0,5/5,2100000,2,5,1964
"Октябрьский район, Самара, 4-й проезд, 42, Октябрьский, Самара, Самарская область",59.0,1/2,2100000,3,2,1960
"Самара, Физкультурная улица, 76, Советский, Самара, Самарская область",62.5,3/5,3200000,2,5,1958
"Самарская область,Самара,Самарский район,Садовая улица,85, Самарский, Самара, Самарская область",27.0,2/2,1700000,2,3,1
"Самара, проспект Металлургов, 73, Кировский, Самара, Самарская область",58.0,4/4,2800000,2,4,1960
"Самара, Коломенский переулок, 1, Кировский, Самара, Самарская область",40.0,1/2,1550000,1,2,1957
"Самара, улица Братьев Коростелёвых, 110, Ленинский, Самара, Самарская область",32.0,5/5,2870000,1,5,1966
"Самара, улица Стара Загора, 134, Кировский, Самара, Самарская область",60.0,8/9,3650000,3,9,1980
"ул Черемшанская, 97А, Промышленный, Самара, Самарская область",49.0,2/5,2500000,2,5,1978
"Самара, улица Советской Армии, 142, Советский, Самара, Самарская область",45.0,4/5,2799000,2,5,1967
"Самара, улица Тухачевского, 40А, Железнодорожный, Самара, Самарская область",74.0,23/24,3447000,1,12,1985
"Самара, Можайский переулок, 1, Советский, Самара, Самарская область",54.6,7/10,3000000,3,10,1988
"Самара, Комсомольская улица, 4, Самарский, Самара, Самарская область",65.0,3/9,6600000,3,9,1985
"Самара, Заводское шоссе, 73, Промышленный, Самара, Самарская область",28.0,6/9,1480000,1,9,1989
"городской округ Самара, поселок Берёза, 3-й квартал, 5, Красноглинский, Самара, Самарская область",45.0,4/5,1850000,2,5,1974
"Самарская область,Самара,Октябрьский район,Лесная улица,33, Октябрьский, Самара, Самарская область",163.0,6/25,25500000,4,25,2006
"Россия, Самарская область, Самара, Таганская ул, 28, Куйбышевский, Самара, Самарская область",40.0,2/2,1250000,2,2,1961
"Самара, улица Стара Загора, 271, Кировский, Самара, Самарская область",60.0,5/5,2850000,3,5,1972
"Самарская область, Самара, проспект Карла Маркса, д.32, Ленинский, Самара, Самарская область",65.0,3/7,5300000,2,16,2009
"Самара, Красноармейская улица, 103, подъезд 1, Железнодорожный, Самара, Самарская область",74.0,7/11,6300000,2,12,2025
"Самарская область,Самара,Красноглинский район,Управленческий,Сергея Лазо улица,36, Красноглинский, Самара, Самарская область",30.5,2/5,1900000,1,4,1961
"Самарская область,Самара,Железнодорожный район,Агибалова улица,48, Железнодорожный, Самара, Самарская область",50.0,4/16,4600000,1,16,2008
"Самара, Красноармейская улица, 99, Железнодорожный, Самара, Самарская область",100.0,15/16,8499000,4,16,2025
"пр-т Карла Маркса, д. 4Б, Железнодорожный, Самара, Самарская область",38.0,13/24,2517000,1,25,2017
"Пр.Кирова, 201, Кировский, Самара, Самарская область",41.0,3/10,2650000,1,10,1994
"Балаковская ул, 6а, Советский, Самара, Самарская область",115.0,16/19,6200000,3,19,2013
"Самара, улица Тухачевского, 40А, Железнодорожный, Самара, Самарская область",72.2,19/25,4700000,2,12,1985
"Самарская область,Самара,Ленинский район,Московское шоссе,15,корп.а, Октябрьский, Самара, Самарская область",45.0,4/26,2351440,1,5,1969
"Самара, улица Георгия Димитрова, 13, Кировский, Самара, Самарская область",46.0,4/5,2550000,2,5,1971
"Самара, улица Стара Загора, 82, подъезд 1, Промышленный, Самара, Самарская область",55.0,2/9,3900000,3,9,1972
"Самара, Чапаевская улица, 36, Самарский, Самара, Самарская область",26.0,1/2,1750000,1,1,1
"Россия, Самарская область, Самара, Победы ул, 83, Советский, Самара, Самарская область",62.0,3/5,3900000,2,5,1957
"Землянский проезд, 10, Кировский, Самара, Самарская область",60.0,4/5,2700000,3,5,1978
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 58, Красноглинский, Самара, Самарская область",29.0,3/3,1130000,1,3,2014
"ул. Степана Разина, д. 150, Самарский, Самара, Самарская область",69.0,5/12,7500000,2,2,1
"Самарская область,Самара,Кировский район,15 микрорайон,Карла Маркса проспект,467, Кировский, Самара, Самарская область",33.0,8/9,2050000,1,9,1974
"поселок Прибрежный, Самара, улица Труда, 4, подъезд 1, Красноглинский, Самара, Самарская область",43.0,2/5,1600000,2,3,1961
"ул.Куйбышева, д.7, Самарский, Самара, Самарская область",27.1,1/2,1550000,1,3,1917
"Самара, улица Челюскинцев, 13, подъезд 3, Октябрьский, Самара, Самарская область",60.0,3/9,4300000,3,9,1973
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Виталия Жалнина, 9, подъезд 1, Красноглинский, Самара, Самарская область",34.0,3/3,1550000,1,3,2014
"Россия, Самарская область, Самара, 7 Просека, 114, Промышленный, Самара, Самарская область",90.0,5/19,6590000,3,20,2013
"Самарская область,Самара,Ленинский район,Братьев Коростелёвых улица,79, Ленинский, Самара, Самарская область",116.0,2/9,7950000,4,9,1994
"Самара, Арцыбушевская улица, 40, Ленинский, Самара, Самарская область",200.0,9/10,12500000,4,11,1994
"Самарская область,Самара,Красноглинский район,Крутые ключи,Евгения Золотухина улица,16, Красноглинский, Самара, Самарская область",37.7,3/3,1600000,1,3,2012
"Самара, Красноглинский район, посёлок Управленческий, улица Гайдара, 3, Красноглинский, Самара, Самарская область",41.7,1/4,1700000,2,,
"Самара, проспект Масленникова, 27, Октябрьский, Самара, Самарская область",76.0,4/4,4850000,3,4,1956
"Самара, улица Стара Загора, 113, Промышленный, Самара, Самарская область",58.0,1/5,3499000,3,5,1966
"Карла Маркса пр-кт, 438а, Кировский, Самара, Самарская область",90.7,9/10,5650000,3,5,1969
"Кировский район, Самара, Ташкентский переулок, 47, Кировский, Самара, Самарская область",130.0,3/5,7000000,5,5,1999
"Россия, Самарская область, Самара, Дачная ул, 27, Ленинский, Самара, Самарская область",56.9,11/16,4300000,2,16,1993
"Самара, Пионерская улица, 100, Самарский, Самара, Самарская область",66.6,14/16,4555000,2,,1
"ул.Антонова-Овсеенко, д.63, Советский, Самара, Самарская область",69.7,12/14,3833500,2,16,2015
"Самара, Демократическая улица, 184, подъезд 1, Кировский, Самара, Самарская область",47.8,3/3,2200000,2,3,2013
"Самара, улица 22 Партсъезда, 52, Советский, Самара, Самарская область",37.0,8/9,1550000,2,9,1987
"Самарская область,Самара,Кировский район,Карла Маркса проспект,454, Кировский, Самара, Самарская область",78.0,1/12,3000000,3,12,1984
"Самара, Магистральная улица, 135А, подъезд 2, Кировский, Самара, Самарская область",44.2,5/5,2050000,2,5,1965
"Самара, Осетинская улица, 13, Куйбышевский, Самара, Самарская область",35.0,11/16,1650000,1,16,2016
"Самара, Ташкентская улица, 228, Промышленный, Самара, Самарская область",40.2,3/9,2200000,1,9,1981
"Россия, Самарская область, Самара, 1-й кв-л, 39, Красноглинский, Самара, Самарская область",38.0,10/10,2200000,1,12,2017
"Самара, улица Виталия Талабаева, 6, Куйбышевский, Самара, Самарская область",65.0,14/16,2640000,2,,
"ул Клиническая, 28, Ленинский, Самара, Самарская область",71.0,9/12,4050000,3,12,1979
"Самара, 5-я просека, 115, Октябрьский, Самара, Самарская область",48.0,2/18,3750000,1,21,2016
"городской округ Самара, поселок Берёза, 3-й квартал, 5, Красноглинский, Самара, Самарская область",60.0,1/5,1900000,3,5,1974
"Самара, улица Советской Армии, 171, Советский, Самара, Самарская область",69.3,4/5,3050000,3,5,1981
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 14, Красноглинский, Самара, Самарская область",48.0,2/3,2050000,2,3,2012
"Самара, улица Победы, 4Б, Советский, Самара, Самарская область",91.0,1/10,5350000,3,10,2006
"Самара, проспект Кирова, 348, Промышленный, Самара, Самарская область",123.0,3/17,5535000,3,16,2012
"Самара, улица Победы, 170, Кировский, Самара, Самарская область",60.0,2/5,2250000,2,5,1958
"Самара, Осетинская улица, 10, Куйбышевский, Самара, Самарская область",43.0,6/16,1760000,1,17,2017
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 14, подъезд 1, Красноглинский, Самара, Самарская область",33.0,1/3,1800000,1,3,2012
"Самара, проспект Карла Маркса, 440, Кировский, Самара, Самарская область",64.0,5/5,2899999,3,5,1969
"Самара, Арцыбушевская улица, 33, Ленинский, Самара, Самарская область",38.8,13/14,3298000,1,2,1889
"Самара, Революционная улица, 4, Октябрьский, Самара, Самарская область",100.0,14/21,8000000,3,1,1913
"Самарская область,Самара,Самарский,Алексея Толстого улица,135, Самарский, Самара, Самарская область",133.0,7/12,12400000,3,10,2013
"Самара, улица Чекистов, 7, Кировский, Самара, Самарская область",50.4,2/2,1700000,2,2,1958
"Самара, улица Зои Космодемьянской, 4, Промышленный, Самара, Самарская область",63.0,1/9,3250000,3,9,1979
"Самара, поселок Мехзавод, 1-й квартал, 38, Красноглинский, Самара, Самарская область",75.0,6/10,3950000,3,10,2016
"Самара, Владимирская улица, 41А, Железнодорожный, Самара, Самарская область",53.0,5/10,2990000,1,12,2009
"ул. Краснодонская, д. 10, Промышленный, Самара, Самарская область",44.0,3/27,1900200,1,,
"Самара, посёлок Соцгород, Ново-Молодёжный переулок, 12, Куйбышевский, Самара, Самарская область",45.0,4/5,1850000,2,5,1972
"Самара, улица Лукачева, 6, Октябрьский, Самара, Самарская область",46.7,11/22,4200000,1,26,2016
"посёлок Управленческий, Красноглинский район, Самара, Красноглинское шоссе, 27, Красноглинский, Самара, Самарская область",31.0,2/5,1550000,1,5,1965
"Самара, улица Стара Загора, 88, Промышленный, Самара, Самарская область",60.0,9/9,3650000,3,9,1971
"Самара, Чернореченская улица, 18, Ленинский, Самара, Самарская область",45.0,5/9,3600000,2,9,1980
"Россия, Самарская область, Самара, Ново-Садовая ул, 303а, Октябрьский, Самара, Самарская область",98.0,11/17,6950000,2,,1
"Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 76, Красноглинский, Самара, Самарская область",47.0,3/3,2400000,2,3,2014
"посёлок Мехзавод, Самара, 2-й квартал, 34, Красноглинский, Самара, Самарская область",25.3,2/2,900000,1,,
"Самара, Революционная улица, 5, Октябрьский, Самара, Самарская область",69.8,8/20,5850000,2,20,2009
"Самара, проспект Кирова, 293, Кировский, Самара, Самарская область",45.0,5/5,2050000,2,5,1969
"Самара, Садовая улица, 335, Ленинский, Самара, Самарская область",57.0,7/10,4660000,1,10,2007
"посёлок Управленческий, Красноглинский район, Самара, Красноглинское шоссе, 1, Красноглинский, Самара, Самарская область",40.0,2/10,2150000,1,,
"Самара, улица Георгия Димитрова, 19, Кировский, Самара, Самарская область",20.0,9/9,1000000,1,9,1976
"посёлок Соцгород, Самара, Зелёная улица, 13, Куйбышевский, Самара, Самарская область",44.0,2/3,1820000,2,3,1959
"Октябрьский район, Самара, 3-й проезд, 50, Октябрьский, Самара, Самарская область",35.0,10/19,2449000,1,,
"Самара, улица Лейтенанта Шмидта, 10, Октябрьский, Самара, Самарская область",75.0,13/17,5900000,3,1,1926
"Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 39, Самара, Самарская область",31.0,5/9,1650000,1,9,2017
"Самарская область, городской округ Жигулёвск, село Зольное, Первомайская улица, 33, Самара, Самарская область",42.0,1/2,720000,2,2,1954
"Самара, улица Победы, 141, Кировский, Самара, Самарская область",85.6,3/5,4200000,4,5,1958
"Самара, улица Челюскинцев, 14, Октябрьский, Самара, Самарская область",22.5,5/9,1840000,1,9,1975
"поселок Прибрежный, Самара, Звёздная улица, 3, Красноглинский, Самара, Самарская область",31.7,5/5,1050000,1,,
"Самара, 5-я просека, 110, Октябрьский, Самара, Самарская область",80.0,1/16,5900000,3,27,2015
"Самара, улица Буянова, 14А, Ленинский, Самара, Самарская область",32.0,3/5,2200000,1,2,1898
"Самара, Революционная улица, 4, Октябрьский, Самара, Самарская область",59.0,18/22,4250000,1,1,1913
"Самара, улица Максима Горького, 107, Самарский, Самара, Самарская область",86.0,3/4,3300000,3,,
"Самарская область,Самара,Кировский район,Георгия Димитрова улица,36, Кировский, Самара, Самарская область",23.0,1/5,1080000,1,5,1970
"Самарская область, Самара, улица Мичурина, д.112, Октябрьский, Самара, Самарская область",37.0,2/10,3100000,1,10,1989
"Самара, улица Георгия Димитрова, 36, Кировский, Самара, Самарская область",19.0,2/5,1050000,1,5,1970
"Лета 2, Самара, Самарская область",35.0,5/5,2050000,1,5,2014
"ул Челюскинцев 12, Октябрьский, Самара, Самарская область",31.0,9/9,2350000,1,9,1975
"Россия, Самарская область, Самара, Московское ш, 111, Промышленный, Самара, Самарская область",62.0,6/9,3500000,3,9,1976
"Самарская область, Самара, Самарская улица, д.267, Ленинский, Самара, Самарская область",94.0,3/25,6129500,2,18,2012
"пгт Волжский, Жилгородок, 45, Самара, Самарская область",40.7,9/10,1485000,1,10,2015
"Самара, улица Антонова-Овсеенко, 3, Советский, Самара, Самарская область",68.1,7/9,4250000,3,9,1978
"Самара, Славный переулок, 4, Советский, Самара, Самарская область",59.0,1/5,2499000,3,4,1936
"Самара, Ново-Садовая улица, 30, Октябрьский, Самара, Самарская область",70.0,8/9,5200000,3,9,1970
"Самара, Ново-Вокзальная улица, 231, Промышленный, Самара, Самарская область",36.0,3/9,2150000,1,,1
"Самара, улица Мичурина, 6, Ленинский, Самара, Самарская область",43.0,2/9,2600000,2,9,1976
"ул Ленинская, 119, Ленинский, Самара, Самарская область",177.0,9/9,11500000,5,9,2007
