adress,area,floor,price,rooms,total_floors,year,lat,lon
"Загородный пр-кт, 24, Владимирский округ, Санкт-Петербург",104.0,7/7,7425,10300000,3,7,1913,59.925462
"посёлок Мурино, Всеволожский район, Ленинградская область, проспект Авиаторов Балтики, 11/1, Санкт-Петербург",22.6,2/11,7455,2750000,0,12,2018,60.055111
"Пушкин, Санкт-Петербург, Октябрьский бульвар, 49, Пушкин, Санкт-Петербург",85.0,3/3,7429,9700000,3,3,1917,59.724437
"Фрунзе ул, д. 19, корп. 2 А, Московская застава, Санкт-Петербург",201.0,4/4,8263,34900000,4,5,1953,59.860816
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Вилеровский переулок, 8, Пушкин, Санкт-Петербург",33.0,23/25,7457,3500000,1,25,2017,59.810962
"Санкт-Петербург, Большой проспект Петроградской стороны, 67, Кронверкское, Санкт-Петербург",84.0,5/6,7433,15990000,3,,,59.964169
"Санкт-Петербург, Туристская улица, 11к2, № 65, Санкт-Петербург",60.0,20/25,8265,6800000,2,25,2009,59.99701
"Санкт-Петербург, Туристская улица, 11к2, № 65, Санкт-Петербург",61.0,1/25,7458,5700000,2,25,2009,59.99701
"Пионерская ул, 50, Петровский округ, Санкт-Петербург",125.1,10/11,7438,19354365,3,14,2012,59.963539
"Сестрорецк, Санкт-Петербург, улица Николая Соколова, 34, Сестрорецк, Санкт-Петербург",58.2,2/4,8267,6750000,2,4,2015,60.053633
"Санкт-Петербург, Ленская улица, 20к1, Пороховые, Санкт-Петербург",73.8,1/9,7465,5600000,4,,,59.939992
"Октябрьская набережная, 126к3, Народный, Санкт-Петербург",63.9,6/17,7439,6900000,2,17,2010,59.859705
"Санкт-Петербург, набережная Обводного канала, 84, Московская застава, Санкт-Петербург",79.4,4/5,8269,6445000,4,4,1917,59.909346
"Санкт-Петербург, Мытнинская улица, 7, Смольнинское, Санкт-Петербург",92.2,2/4,7466,10900000,3,4,1887,59.933063
"Санкт-Петербург, Будапештская улица, 88к1, Георгиевский, Санкт-Петербург",33.1,1/14,7443,3490000,1,14,1976,59.841206
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Пулковское, Переведенская улица, 4к2с2, Пушкин, Санкт-Петербург",96.4,1/4,8271,8120000,3,4,2018,59.753323
"Санкт-Петербург, улица Стасовой, 2, Полюстрово, Санкт-Петербург",57.0,7/9,7471,5900000,2,14,1975,59.969497
"Санкт-Петербург, Белградская улица, 6к2, Купчино, Санкт-Петербург",62.0,4/9,8274,5700000,3,9,1971,59.872191
"ул. Среднерогатская, д. 20, Звёздное, Санкт-Петербург",22.9,3/17,7444,2875000,0,18,2019,59.820282
"Санкт-Петербург, Петрозаводская улица, 10, Чкаловское, Санкт-Петербург",22.5,1/6,7472,2900000,0,6,1911,59.963485
"п. Парголово, Юкковское (Осиновая Роща) шоссе, 8Ак3, Парголово, Санкт-Петербург",58.0,2/13,7453,4900000,2,9,2009,60.057932
"Санкт-Петербург, проспект Большевиков, 53к1, Народный, Санкт-Петербург",45.5,3/5,8275,4270000,2,5,1962,59.885693
"Санкт-Петербург, Кирочная улица, 57, Смольнинское, Санкт-Петербург",110.0,9/9,8277,31997000,3,10,2016,59.94079
"посёлок Мурино, Всеволожский район, Ленинградская область, проспект Авиаторов Балтики, 11/1, Санкт-Петербург",22.6,2/11,7455,2750000,0,12,2018,60.055111
"Санкт-Петербург, улица Маяковского, 11, Литейный округ, Санкт-Петербург",41.0,2/5,7474,6190000,0,6,1915,59.936814
"Санкт-Петербург, проспект Просвещения, 7к1, Шувалово-Озерки, Санкт-Петербург",71.4,9/9,8280,6800000,3,9,1980,60.055362
"Санкт-Петербург, Туристская улица, 11к2, № 65, Санкт-Петербург",61.0,1/25,7458,5700000,2,25,2009,59.99701
"Даниила Хармса ул., д.8, к.1, Полюстрово, Санкт-Петербург",59.4,18/18,7476,5540000,2,18,2015,60.034919
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Пулковское, Переведенская улица, 4к2с2, Пушкин, Санкт-Петербург",68.8,1/4,8282,5920300,2,4,2018,59.753323
"Санкт-Петербург, Ленская улица, 20к1, Пороховые, Санкт-Петербург",73.8,1/9,7465,5600000,4,,,59.939992
"Пионерская ул, 50, Петровский округ, Санкт-Петербург",128.6,3/11,7479,19612956,3,14,2012,59.963539
"Санкт-Петербург, улица Ленсовета, 20, подъезд 2, Звёздное, Санкт-Петербург",55.0,5/7,8285,7850000,2,7,1959,59.853559
"Жуковского ул., д.31, Литейный округ, Санкт-Петербург",40.2,7/7,7481,8000000,1,6,1908,59.935719
"Санкт-Петербург, Мытнинская улица, 7, Смольнинское, Санкт-Петербург",92.2,2/4,7466,10900000,3,4,1887,59.933063
"Россия, Санкт-Петербург, Комендантская площадь, 8, Озеро Долгое, Санкт-Петербург",56.0,3/17,8286,7550000,2,18,2009,60.005967
"Санкт-Петербург, Новочеркасский проспект, 33, Малая Охта, Санкт-Петербург",85.0,3/14,7484,15000000,2,14,2006,59.932022
"Санкт-Петербург, улица Стасовой, 2, Полюстрово, Санкт-Петербург",57.0,7/9,7471,5900000,2,14,1975,59.969497
"посёлок Мурино, Всеволожский район, Ленинградская область, Графская улица, 8, Санкт-Петербург",31.6,16/17,8287,3600000,1,18,2017,60.063563
"Санкт-Петербург, улица Маршала Захарова, 60, Юго-Запад, Санкт-Петербург",51.5,2/16,7485,5250000,2,16,1985,59.850436
"Санкт-Петербург, Петрозаводская улица, 10, Чкаловское, Санкт-Петербург",22.5,1/6,7472,2900000,0,6,1911,59.963485
"Санкт-Петербург, Красное Село, Бронетанковая улица, 13к1, Красное Село, Санкт-Петербург",68.4,1/9,8288,4400000,3,,,59.743835
"Санкт-Петербург, проспект Культуры, 19, Северный, Санкт-Петербург",56.8,2/16,7487,6100000,2,,,60.043341
"Санкт-Петербург, улица Маяковского, 11, Литейный округ, Санкт-Петербург",41.0,2/5,7474,6190000,0,6,1915,59.936814
"Санкт-Петербург, Шуваловский проспект, 53к1, Юнтолово, Санкт-Петербург",80.6,2/10,8294,7800000,3,10,2001,60.027269
"Даниила Хармса ул., д.8, к.1, Полюстрово, Санкт-Петербург",59.4,18/18,7476,5540000,2,18,2015,60.034919
"Санкт-Петербург, Сиреневый бульвар, 22/26, № 15, Санкт-Петербург",58.8,3/9,7492,5650000,3,9,1976,60.051207
"посёлок Мурино, Всеволожский район, Ленинградская область, Охтинская аллея, 10к1, Санкт-Петербург",37.7,12/25,8295,4350000,1,25,2016,60.048588
"Пионерская ул, 50, Петровский округ, Санкт-Петербург",128.6,3/11,7479,19612956,3,14,2012,59.963539
"Стачек 75, Автово, Санкт-Петербург",133.0,5/7,8296,12700000,3,7,1960,59.867222
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Славянка, Ростовская улица, 1, Пушкин, Санкт-Петербург",74.1,1/5,7493,5100000,3,5,2010,59.733931
"Среднерогатская ул., д.20, к.1, Звёздное, Санкт-Петербург",35.9,8/17,7495,4200000,1,18,2019,59.820282
"Жуковского ул., д.31, Литейный округ, Санкт-Петербург",40.2,7/7,7481,8000000,1,6,1908,59.935719
"ул Чапыгина дом 5, Аптекарский остров, Санкт-Петербург",49.1,7/7,8300,6850000,2,7,1983,59.973194
"ул Карпинского д 21, Пискарёвка, Санкт-Петербург",42.0,5/5,7497,3400000,2,5,1967,60.007425
"Санкт-Петербург, Новочеркасский проспект, 33, Малая Охта, Санкт-Петербург",85.0,3/14,7484,15000000,2,14,2006,59.932022
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Первомайская улица, 5к1, Пушкин, Санкт-Петербург",27.6,14/19,8301,3150000,0,19,2013,59.807726
"Санкт-Петербург, Большой проспект Васильевского острова, 33, № 7, Санкт-Петербург",54.0,1/4,7500,5760000,2,4,1874,59.939487
"Санкт-Петербург, 20-я линия Васильевского острова, 13, № 7, Санкт-Петербург",100.0,5/5,8305,9300000,4,5,1904,59.932653
"Санкт-Петербург, улица Маршала Захарова, 60, Юго-Запад, Санкт-Петербург",51.5,2/16,7485,5250000,2,16,1985,59.850436
"Санкт-Петербург, улица Добровольцев, 18, Урицк, Санкт-Петербург",43.6,4/9,7501,4750000,2,9,1970,59.83933
"Санкт-Петербург, проспект Культуры, 19, Северный, Санкт-Петербург",56.8,2/16,7487,6100000,2,,,60.043341
"Санкт-Петербург, проспект Энгельса, 151к1, Парнас, Санкт-Петербург",59.1,3/9,8307,5850000,3,9,1976,60.070828
"Кронштадт, Санкт-Петербург, улица Зосимова, 6/40, Кронштадт, Санкт-Петербург",61.0,5/5,7503,5590000,3,5,1970,60.000151
"Санкт-Петербург, Сиреневый бульвар, 22/26, № 15, Санкт-Петербург",58.8,3/9,7492,5650000,3,9,1976,60.051207
"Санкт-Петербург, Киевская улица, 3, Московская застава, Санкт-Петербург",139.6,3/19,7520,16543588,3,20,2014,59.902298
"Санкт-Петербург, Камышовая улица, 48к1, № 65, Санкт-Петербург",46.2,3/16,8310,5300000,1,16,2007,60.009615
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Славянка, Ростовская улица, 1, Пушкин, Санкт-Петербург",74.1,1/5,7493,5100000,3,5,2010,59.733931
"Санкт-Петербург, Ивановская ул. 6, Ивановский округ, Санкт-Петербург",84.0,2/7,7521,8500000,3,8,1960,59.875817
"Санкт-Петербург, Беломорская улица, 32, Ржевка, Санкт-Петербург",64.0,3/5,8311,5200000,3,5,1974,59.976778
"Среднерогатская ул., д.20, к.1, Звёздное, Санкт-Петербург",35.9,8/17,7495,4200000,1,18,2019,59.820282
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Новгородский проспект, 8, Пушкин, Санкт-Петербург",41.0,22/23,7532,3300000,1,26,2016,59.808776
"Санкт-Петербург, Дибуновская улица, 50, Чёрная речка, Санкт-Петербург",119.0,4/15,8313,16990000,3,25,2005,59.98485
"ул Карпинского д 21, Пискарёвка, Санкт-Петербург",42.0,5/5,7497,3400000,2,5,1967,60.007425
"Ленинградская область, Всеволожский район, посёлок Мурино, проспект Авиаторов Балтики, 13, Санкт-Петербург",36.0,19/23,7538,3430000,1,18,2016,60.056279
"Пушкин, Санкт-Петербург, Камероновская улица, 10с4, Пушкин, Санкт-Петербург",23.1,1/5,8314,3000000,0,6,2017,59.69776
"Санкт-Петербург, Большой проспект Васильевского острова, 33, № 7, Санкт-Петербург",54.0,1/4,7500,5760000,2,4,1874,59.939487
"Пионерская 50, Петровский округ, Санкт-Петербург",116.0,4/9,7540,17300000,4,14,2012,59.963539
"Санкт-Петербург, улица Маршала Захарова, 50к1, Юго-Запад, Санкт-Петербург",45.0,5/5,8315,4950000,2,16,1984,59.852533
"Санкт-Петербург, улица Добровольцев, 18, Урицк, Санкт-Петербург",43.6,4/9,7501,4750000,2,9,1970,59.83933
"Санкт-Петербург, Бухарестская улица, 67к1, Георгиевский, Санкт-Петербург",48.0,2/9,7542,4945000,2,,,59.853645
"Санкт-Петербург, Комендантский проспект, 11А, Озеро Долгое, Санкт-Петербург",120.0,8/17,8316,23500000,3,16,2001,60.006507
"Кронштадт, Санкт-Петербург, улица Зосимова, 6/40, Кронштадт, Санкт-Петербург",61.0,5/5,7503,5590000,3,5,1970,60.000151
"Санкт-Петербург, Пушкинский район, посёлок Шушары, Вишерская улица, 1к2, Пушкин, Санкт-Петербург",33.0,8/23,7543,3490000,1,22,2019,59.810808
"ул. Среднерогатская, д. 20, Звёздное, Санкт-Петербург",29.0,10/17,8320,3400000,0,18,2019,59.820282
"Санкт-Петербург, улица Вадима Шефнера, 12к1, подъезд 1, Морской, Санкт-Петербург",25.6,7/18,7509,3900000,0,19,2016,59.939284
"Санкт-Петербург, Кронштадт, улица Станюковича, 6, Кронштадт, Санкт-Петербург",35.6,9/9,7546,3400000,1,14,1984,60.009521
"Санкт-Петербург, Киевская улица, 3, Московская застава, Санкт-Петербург",139.6,3/19,7520,16543588,3,20,2014,59.902298
"Санкт-Петербург, Арцеуловская аллея, 23к1, Коломяги, Санкт-Петербург",39.8,12/21,8324,4650000,1,21,2017,60.042415
"Каменноостровский пр., 50, Чкаловское, Санкт-Петербург",100.0,1/4,7548,10000000,3,4,1909,59.970718
"Санкт-Петербург, Ленинский проспект, 147, Новоизмайловское, Санкт-Петербург",37.0,2/9,8329,4059000,1,13,1979,59.852606
"Санкт-Петербург, улица Маршала Тухачевского, 23, Полюстрово, Санкт-Петербург",25.0,11/16,7558,2880000,0,16,2017,59.968263
"Санкт-Петербург, Ивановская ул. 6, Ивановский округ, Санкт-Петербург",84.0,2/7,7521,8500000,3,8,1960,59.875817
"Санкт-Петербург, территория Усть-Славянка, Советский проспект, 39к1, Рыбацкое, Санкт-Петербург",35.4,6/12,8331,3900000,1,25,2017,59.803282
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Новгородский проспект, 10, Пушкин, Санкт-Петербург",49.7,12/24,7563,4600000,1,24,2015,59.806821
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Новгородский проспект, 8, Пушкин, Санкт-Петербург",41.0,22/23,7532,3300000,1,26,2016,59.808776
"Приморский пр-кт, 62к1, № 65, Санкт-Петербург",84.6,4/13,7565,12750000,2,13,2017,59.983067
"Россия, Санкт-Петербург, Санкт-Петербург, Среднерогатская, 12к1, Звёздное, Санкт-Петербург",24.2,18/18,8332,3549000,0,18,2018,59.439379
"Ленинградская область, Всеволожский район, посёлок Мурино, проспект Авиаторов Балтики, 13, Санкт-Петербург",36.0,19/23,7538,3430000,1,18,2016,60.056279
"Кронштадт, Санкт-Петербург, улица Велещинского, 15, Кронштадт, Санкт-Петербург",31.0,2/5,7567,3050000,1,5,1968,59.994459
"ул Кирочная д.64, Смольнинское, Санкт-Петербург",122.0,5/12,8334,34490000,3,12,2009,59.940835
"Санкт-Петербург, Бухарестская улица, 67к1, Георгиевский, Санкт-Петербург",48.0,2/9,7542,4945000,2,,,59.853645
"Санкт-Петербург, улица Адмирала Черокова, 20Б, Южно-Приморский округ, Санкт-Петербург",24.0,6/6,7570,3450000,0,18,2015,59.851345
"ул Гранитная дом 56, Малая Охта, Санкт-Петербург",31.0,5/5,8337,3650000,1,5,1962,59.927906
"Санкт-Петербург, Пушкинский район, посёлок Шушары, Вишерская улица, 1к2, Пушкин, Санкт-Петербург",33.0,8/23,7543,3490000,1,22,2019,59.810808
"Санкт-Петербург, Кондратьевский проспект, 70к1, Пискарёвка, Санкт-Петербург",34.1,15/16,7573,4200000,1,16,2009,59.983752
"Дунайский пр-кт, 34/16А, Георгиевский, Санкт-Петербург",85.5,9/16,8338,10500000,3,17,2003,59.835659
"Санкт-Петербург, Кронштадт, улица Станюковича, 6, Кронштадт, Санкт-Петербург",35.6,9/9,7546,3400000,1,14,1984,60.009521
"Санкт-Петербург, Обуховской Обороны пр. 209, Обуховский округ, Санкт-Петербург",104.1,3/10,7576,12250000,3,10,2003,59.867493
"Санкт-Петербург, проспект Художников, 29к1, № 15, Санкт-Петербург",53.0,10/15,8340,5200000,3,15,1977,60.039535
"Санкт-Петербург, улица Оптиков, 49к2, № 65, Санкт-Петербург",65.1,5/17,7578,7400000,2,17,2009,59.999287
"Каменноостровский пр., 50, Чкаловское, Санкт-Петербург",100.0,1/4,7548,10000000,3,4,1909,59.970718
"Санкт-Петербург, улица Маршала Тухачевского, 23, Полюстрово, Санкт-Петербург",25.0,11/16,7558,2880000,0,16,2017,59.968263
"Ломоносов, Санкт-Петербург, Александровская улица, 29, Ломоносов, Санкт-Петербург",44.6,4/5,7579,3700000,2,5,1965,59.908597
"Зеленогорск, Санкт-Петербург, Комсомольская улица, 21, подъезд 3, Зеленогорск, Санкт-Петербург",43.0,2/5,8342,4350000,2,5,1967,60.197572
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Новгородский проспект, 10, Пушкин, Санкт-Петербург",49.7,12/24,7563,4600000,1,24,2015,59.806821
"Ахматовская улица, 2, Пушкин, Санкт-Петербург",94.0,2/7,7580,12500000,3,8,,59.728311
"Санкт-Петербург, Народная ул. 84, Народный, Санкт-Петербург",46.0,3/5,8343,3900000,2,5,1962,59.886063
"Россия, Санкт-Петербург, Корпусная улица, д.9, Чкаловское, Санкт-Петербург",105.0,5/12,7581,22000000,2,12,2013,59.962751
"Приморский пр-кт, 62к1, № 65, Санкт-Петербург",84.6,4/13,7565,12750000,2,13,2017,59.983067
"Кронштадт, Санкт-Петербург, улица Гусева, 6, Кронштадт, Санкт-Петербург",30.3,3/5,8344,2900000,1,5,1968,59.992884
"Кронштадт, Санкт-Петербург, улица Велещинского, 15, Кронштадт, Санкт-Петербург",31.0,2/5,7567,3050000,1,5,1968,59.994459
"Санкт-Петербург, улица Олеко Дундича, 19к1, Балканский, Санкт-Петербург",50.2,1/9,7582,5000000,2,9,1976,59.828849
"Санкт-Петербург, улица Подвойского, 34к1, Оккервиль, Санкт-Петербург",45.0,5/9,8345,3850000,2,,,59.914899
"Санкт-Петербург, улица Адмирала Черокова, 20Б, Южно-Приморский округ, Санкт-Петербург",24.0,6/6,7570,3450000,0,18,2015,59.851345
"Ушаковская наб, 3к2, Чёрная речка, Санкт-Петербург",200.0,15/15,8347,95000000,5,17,2015,59.982235
"Санкт-Петербург, улица Зайцева, 17/23, Автово, Санкт-Петербург",56.0,1/5,7584,5200000,2,5,1959,59.873753
"Санкт-Петербург, Кондратьевский проспект, 70к1, Пискарёвка, Санкт-Петербург",34.1,15/16,7573,4200000,1,16,2009,59.983752
"Санкт-Петербург, Загородный проспект, 28, Владимирский округ, Санкт-Петербург",58.0,2/2,8348,10500000,2,5,1898,59.925047
"Санкт-Петербург, Русановская улица, 19к5, Народный, Санкт-Петербург",34.3,8/23,7585,3900000,1,24,2014,59.863116
"Санкт-Петербург, Обуховской Обороны пр. 209, Обуховский округ, Санкт-Петербург",104.1,3/10,7576,12250000,3,10,2003,59.867493
"Санкт-Петербург, улица Стасовой, 1, Полюстрово, Санкт-Петербург",45.0,6/16,8352,5100000,1,16,2006,59.967939
"Санкт-Петербург, Заневский проспект, 10, Малая Охта, Санкт-Петербург",58.2,4/5,7588,8600000,2,,,59.928695
"Санкт-Петербург, Краснопутиловская улица, 89, подъезд 1, Новоизмайловское, Санкт-Петербург",49.1,4/5,8353,4490000,4,5,1963,59.854034
"Санкт-Петербург, улица Оптиков, 49к2, № 65, Санкт-Петербург",65.1,5/17,7578,7400000,2,17,2009,59.999287
"Обводного канала наб, 147-149А, Измайловское округ, Санкт-Петербург",218.1,2/4,7589,35000000,5,4,1863,59.909549
"Санкт-Петербург, Балтийский бульвар, 4, Южно-Приморский округ, Санкт-Петербург",92.0,12/24,8355,10800000,3,25,2018,59.868984
"Ломоносов, Санкт-Петербург, Александровская улица, 29, Ломоносов, Санкт-Петербург",44.6,4/5,7579,3700000,2,5,1965,59.908597
"Санкт-Петербург, улица Зайцева, 6к1, Автово, Санкт-Петербург",63.0,4/6,7591,7500000,2,6,1938,59.871012
"Санкт-Петербург, проспект Энтузиастов, 56, Ржевка, Санкт-Петербург",46.0,5/9,8357,4300000,2,9,1983,59.95316
"Ахматовская улица, 2, Пушкин, Санкт-Петербург",94.0,2/7,7580,12500000,3,8,,59.728311
"Санкт-Петербург, Среднерогатская улица, 20, Звёздное, Санкт-Петербург",41.0,10/19,7594,4550000,1,18,2019,59.820282
"Кавалергардская ул, 3, Смольнинское, Санкт-Петербург",132.0,5/6,8361,29900000,4,,,59.94421
"Россия, Санкт-Петербург, Корпусная улица, д.9, Чкаловское, Санкт-Петербург",105.0,5/12,7581,22000000,2,12,2013,59.962751
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Вишерская улица, 3к2, Пушкин, Санкт-Петербург",30.8,21/24,7595,4450000,1,25,2018,59.810251
"Санкт-Петербург, улица Куйбышева, 19, Посадский, Санкт-Петербург",158.2,3/6,8362,12850000,5,6,1904,59.956174
"Санкт-Петербург, улица Олеко Дундича, 19к1, Балканский, Санкт-Петербург",50.2,1/9,7582,5000000,2,9,1976,59.828849
"Санкт-Петербург, Невский проспект, 124, Смольнинское, Санкт-Петербург",68.0,4/4,7596,10300000,3,4,1890,59.930742
"Песочный п., Военный городок, д.24, Песочный, Санкт-Петербург",66.0,4/5,8363,4000000,3,5,1974,60.135099
"Санкт-Петербург, улица Зайцева, 17/23, Автово, Санкт-Петербург",56.0,1/5,7584,5200000,2,5,1959,59.873753
"Ушаковская наб, 3к2, Чёрная речка, Санкт-Петербург",210.0,15/15,8366,95000000,7,17,2015,59.982235
"Санкт-Петербург, бульвар Новаторов, 61, подъезд 7, Княжево, Санкт-Петербург",49.0,1/5,7597,4500000,4,5,1965,59.843412
"Санкт-Петербург, Русановская улица, 19к5, Народный, Санкт-Петербург",34.3,8/23,7585,3900000,1,24,2014,59.863116
"Санкт-Петербург, Приморский проспект, 137к1, подъезд 1, № 65, Санкт-Петербург",79.5,3/26,8367,12000000,2,25,2007,59.983067
"Санкт-Петербург, проспект Луначарского, 27к1, Сосновское, Санкт-Петербург",34.0,7/9,7598,4290000,1,9,1977,60.040281
"Санкт-Петербург, Заневский проспект, 10, Малая Охта, Санкт-Петербург",58.2,4/5,7588,8600000,2,,,59.928695
"Санкт-Петербург, Ленинский проспект, 72к3, Южно-Приморский округ, Санкт-Петербург",35.0,10/20,8370,4200000,0,20,2011,59.862357
"Обводного канала наб, 147-149А, Измайловское округ, Санкт-Петербург",218.1,2/4,7589,35000000,5,4,1863,59.909549
"Санкт-Петербург, Рябовское шоссе, 121к2, Ржевка, Санкт-Петербург",23.0,4/8,7602,990000,0,9,1994,59.985822
"Санкт-Петербург, Морской проспект, 28, Чкаловское, Санкт-Петербург",172.7,5/6,8374,39721000,5,8,2009,59.970564
"Санкт-Петербург, проспект Науки, 17к6, Академическое, Санкт-Петербург",100.0,17/23,7603,14900000,3,23,2007,60.01405
"Санкт-Петербург, улица Зайцева, 6к1, Автово, Санкт-Петербург",63.0,4/6,7591,7500000,2,6,1938,59.871012
"Санкт-Петербург, улица Антонова-Овсеенко, 5к2, Невский округ, Санкт-Петербург",62.8,1/9,8376,5750000,3,9,1977,59.905768
"Санкт-Петербург, Среднерогатская улица, 20, Звёздное, Санкт-Петербург",41.0,10/19,7594,4550000,1,18,2019,59.820282
"Кирочная ул, 62, Смольнинское, Санкт-Петербург",145.0,8/9,7604,44900000,4,10,2017,59.941114
"Санкт-Петербург, Октябрьская набережная, 124к3, Народный, Санкт-Петербург",71.4,1/9,8377,5999000,3,9,1985,59.860432
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Вишерская улица, 3к2, Пушкин, Санкт-Петербург",30.8,21/24,7595,4450000,1,25,2018,59.810251
"Санкт-Петербург, улица Ильюшина, 11, Озеро Долгое, Санкт-Петербург",62.7,1/10,7608,5533020,3,10,1989,60.00971
"ул. Обручевых, д. 5, лит. А, Академическое, Санкт-Петербург",29.5,13/18,8380,3990000,0,20,2018,60.011729
"Санкт-Петербург, проспект Энгельса, 96, Светлановское, Санкт-Петербург",44.0,5/9,7609,5000000,2,9,1962,60.025215
"Санкт-Петербург, Невский проспект, 124, Смольнинское, Санкт-Петербург",68.0,4/4,7596,10300000,3,4,1890,59.930742
"Санкт-Петербург, улица Курчатова, 6, Светлановское, Санкт-Петербург",78.8,5/5,8385,8950000,3,6,1952,60.007852
"Санкт-Петербург, Ушаковская набережная, 1к4, Чёрная речка, Санкт-Петербург",32.0,18/20,7610,6500000,0,20,2015,59.98354
"Санкт-Петербург, бульвар Новаторов, 61, подъезд 7, Княжево, Санкт-Петербург",49.0,1/5,7597,4500000,4,5,1965,59.843412
"Санкт-Петербург, улица Тельмана, 49, подъезд 1, Народный, Санкт-Петербург",82.4,8/17,8387,8490000,3,17,2004,59.89181
"посёлок Парголово, Санкт-Петербург, улица Николая Рубцова, 9, Парголово, Санкт-Петербург",32.5,21/25,7611,3980000,1,28,2014,60.076816
"Санкт-Петербург, улица Софьи Ковалевской, 14к3, Академическое, Санкт-Петербург",37.3,10/14,8388,4600000,1,14,1974,60.016163
"Санкт-Петербург, проспект Луначарского, 27к1, Сосновское, Санкт-Петербург",34.0,7/9,7598,4290000,1,9,1977,60.040281
"Санкт-Петербург, Яковлевский переулок, 6, Московская застава, Санкт-Петербург",89.0,2/7,7612,11500000,3,7,1928,59.885359
"Санкт-Петербург, Выборгское шоссе, 15, Шувалово-Озерки, Санкт-Петербург",46.1,18/19,8390,8700000,2,28,2012,60.05295
"Санкт-Петербург, Рябовское шоссе, 121к2, Ржевка, Санкт-Петербург",23.0,4/8,7602,990000,0,9,1994,59.985822
"ул Итальянская, 6/4, Дворцовый округ, Санкт-Петербург",60.0,2/3,7614,13500000,2,5,1831,59.93649
"Санкт-Петербург, проспект Науки, 17к6, Академическое, Санкт-Петербург",100.0,17/23,7603,14900000,3,23,2007,60.01405
"Санкт-Петербург, Петергофское шоссе, 72к4, Сосновая поляна, Санкт-Петербург",33.4,4/8,7618,3300000,1,9,2017,59.835247
"Санкт-Петербург, улица Маршала Захарова, 18к2, Южно-Приморский округ, Санкт-Петербург",116.0,1/8,8393,13500000,4,9,2009,59.859488
"Кирочная ул, 62, Смольнинское, Санкт-Петербург",145.0,8/9,7604,44900000,4,10,2017,59.941114
"Санкт-Петербург, улица Подвойского, 13к2, Невский округ, Санкт-Петербург",54.1,9/10,8399,6900000,1,14,2008,59.911146
"Кронштадт, Санкт-Петербург, Посадская улица, 48, подъезд 1, Кронштадт, Санкт-Петербург",107.3,3/3,7621,8490000,3,3,1953,59.992002
"Санкт-Петербург, проспект Энгельса, 93, Светлановское, Санкт-Петербург",145.0,10/24,6000,17400000,4,25,2005,60.024913
"Санкт-Петербург, Северный проспект, 20, Сосновское, Санкт-Петербург",48.6,11/12,8402,7190000,1,12,2004,60.951566
"Санкт-Петербург, Мебельная улица, 19к2, № 65, Санкт-Петербург",24.5,3/16,7625,4100000,0,16,2015,59.993419
"Санкт-Петербург, Замшина улица, 29к4, подъезд 1, Финляндский округ, Санкт-Петербург",34.3,1/16,6002,3700000,1,,,59.978975
"Санкт-Петербург, Дунайский проспект, 5к4, Звёздное, Санкт-Петербург",74.0,14/17,8403,9900000,3,13,2006,59.829165
"Санкт-Петербург, улица Черкасова, 21, № 21, Санкт-Петербург",43.0,5/15,7635,2140000,1,5,1970,60.029036
"Санкт-Петербург, Ленинский проспект, 82к1, Южно-Приморский округ, Санкт-Петербург",28.9,5/14,6004,4150000,0,20,2011,59.858367
"Санкт-Петербург, Брюсовская улица, 11к2, Пискарёвка, Санкт-Петербург",52.0,1/14,8407,4900000,2,14,1973,59.98796
"Санкт-Петербург, улица Бутлерова, 40, Гражданка, Санкт-Петербург",89.0,3/19,7636,12000000,3,24,2009,60.010115
"Санкт-Петербург, проспект Авиаконструкторов, 49, Юнтолово, Санкт-Петербург",25.0,16/16,6005,3500000,0,16,2006,60.027898
"Ленинградская область, Всеволожский район, посёлок Мурино, Графская улица, 12к1, Санкт-Петербург",39.0,13/22,7637,3840000,2,20,2017,60.063936
"Санкт-Петербург, проспект Героев, 18, Южно-Приморский округ, Санкт-Петербург",68.6,16/22,8410,6050000,2,23,2017,59.939095
"Россия, Санкт-Петербург, Петроградский р-н, метро Чкаловская, Барочная ул., 4, Чкаловское, Санкт-Петербург",52.0,2/5,6006,11230000,1,,,59.965363
"Новое Девяткино Главная 58, Санкт-Петербург",75.0,17/17,8412,7000000,3,17,2012,60.058084
"Санкт-Петербург, Пулковская улица, 10к2, Звёздное, Санкт-Петербург",80.0,10/21,7641,11000000,3,21,2005,59.836409
"Санкт-Петербург, Юнтоловский проспект, 49к7, Лахта-Ольгино, Санкт-Петербург",67.0,5/5,6011,6800000,2,5,2014,60.028923
"Санкт-Петербург, Ушаковская набережная, 3к2, Чёрная речка, Санкт-Петербург",102.0,12/17,8414,15700000,3,17,2015,59.982235
